filename,kelas,file_size_kb,format,dampak,penanganan,kategori_sampah,risk_level
O_4727.jpg,organik,10.54,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_379.jpg,organik,13.82,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13764 - Copy - Copy.jpg,organik,9.07,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_83 - Copy.jpg,organik,13.44,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13947 - Copy (2).jpg,organik,11.95,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4523 - Copy - Copy.jpg,organik,13.68,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_47 - Copy.jpg,organik,9.77,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4495 - Copy.jpg,organik,9.32,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_384 - Copy.jpg,organik,15.73,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4488 - Copy.jpg,organik,10.02,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13674 - Copy - Copy.jpg,organik,16.57,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_303.jpg,organik,11.04,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_128.jpg,organik,10.2,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_12389 - Copy.jpg,organik,11.54,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13866 - Copy.jpg,organik,9.29,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_246 - Copy.jpg,organik,12.92,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_268 - Copy.jpg,organik,13.32,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_357.jpg,organik,13.51,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_24 - Copy.jpg,organik,13.16,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_4.jpg,organik,11.29,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_213 - Copy.jpg,organik,8.99,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_167 - Copy.jpg,organik,13.64,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_171 - Copy.jpg,organik,13.03,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4768 - Copy.jpg,organik,10.71,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_391 - Copy.jpg,organik,15.08,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_343 - Copy.jpg,organik,12.57,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_408 - Copy.jpg,organik,9.58,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_12 - Copy.jpg,organik,11.01,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_44.jpg,organik,10.02,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4610 - Copy.jpg,organik,15.25,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_340 - Copy.jpg,organik,12.35,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_204.jpg,organik,12.67,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13729 - Copy - Copy.jpg,organik,15.25,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_380 - Copy.jpg,organik,14.62,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4716 - Copy.jpg,organik,13.28,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4494 - Copy.jpg,organik,10.57,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_212.jpg,organik,12.62,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13870 - Copy (2).jpg,organik,5.65,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_216.jpg,organik,12.69,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4800 - Copy.jpg,organik,10.89,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_162.jpg,organik,8.89,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13968 - Copy.jpg,organik,15.17,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_349 - Copy.jpg,organik,13.5,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_223 - Copy.jpg,organik,8.64,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_141 - Copy.jpg,organik,13.09,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_287 - Copy.jpg,organik,13.29,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13716 - Copy - Copy.jpg,organik,4.43,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13616 - Copy.jpg,organik,10.57,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4470 - Copy - Copy.jpg,organik,10.1,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_25 - Copy.jpg,organik,15.19,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13813 - Copy - Copy.jpg,organik,11.4,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13650 - Copy.jpg,organik,9.21,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_14.jpg,organik,12.27,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4734 - Copy.jpg,organik,11.06,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4485 - Copy - Copy.jpg,organik,10.03,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_12450 - Copy - Copy.jpg,organik,5.86,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_133 - Copy.jpg,organik,10.36,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_317 - Copy.jpg,organik,15.14,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_15 - Copy.jpg,organik,12.2,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13752 - Copy.jpg,organik,13.32,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_69.jpg,organik,9.63,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13763 - Copy - Copy.jpg,organik,15.04,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_12464 - Copy.jpg,organik,7.91,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_215 - Copy.jpg,organik,12.58,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4466 - Copy - Copy.jpg,organik,15.95,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4620 - Copy - Copy.jpg,organik,12.41,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13640 - Copy.jpg,organik,8.9,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13824 - Copy (2).jpg,organik,15.3,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4463 - Copy - Copy.jpg,organik,10.58,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4665 - Copy - Copy.jpg,organik,14.57,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_376.jpg,organik,15.07,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_398.jpg,organik,10.34,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_114 - Copy.jpg,organik,8.92,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_294 - Copy.jpg,organik,12.83,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_12407 - Copy.jpg,organik,10.27,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13829 - Copy - Copy - Copy.jpg,organik,8.85,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_42.jpg,organik,9.79,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_50.jpg,organik,9.04,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4616 - Copy.jpg,organik,11.87,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_179 - Copy.jpg,organik,13.1,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_332.jpg,organik,14.62,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_132 - Copy.jpg,organik,9.61,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13861 - Copy (2).jpg,organik,10.21,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4472 - Copy - Copy.jpg,organik,11.83,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_36.jpg,organik,9.91,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4649 - Copy - Copy.jpg,organik,9.07,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_6 - Copy.jpg,organik,8.48,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_73.jpg,organik,9.1,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4573 - Copy - Copy.jpg,organik,12.5,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13868 - Copy - Copy.jpg,organik,10.71,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_83.jpg,organik,13.44,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_97.jpg,organik,11.04,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_154.jpg,organik,13.1,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_268.jpg,organik,13.32,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_127.jpg,organik,10.56,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_262.jpg,organik,14.49,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_303 - Copy.jpg,organik,11.04,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_16 - Copy.jpg,organik,12.44,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4716.jpg,organik,13.28,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_206.jpg,organik,12.93,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13670 - Copy - Copy.jpg,organik,12.98,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_409 - Copy.jpg,organik,9.5,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_149 - Copy.jpg,organik,13.92,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_101 - Copy.jpg,organik,13.12,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_304 - Copy.jpg,organik,11.21,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13706 - Copy - Copy.jpg,organik,14.79,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_158 - Copy.jpg,organik,13.62,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_302.jpg,organik,11.41,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_302 - Copy.jpg,organik,11.41,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4556 - Copy.jpg,organik,10.7,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_401 - Copy.jpg,organik,16.2,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13875 - Copy (2) - Copy.jpg,organik,11.48,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_155.jpg,organik,13.32,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4691 - Copy.jpg,organik,12.12,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_195 - Copy.jpg,organik,12.86,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13635 - Copy.jpg,organik,12.75,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_142.jpg,organik,12.92,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4622 - Copy.jpg,organik,8.67,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_220 - Copy.jpg,organik,11.57,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_98.jpg,organik,13.46,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_186.jpg,organik,13.01,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13861 - Copy (2) - Copy.jpg,organik,10.21,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13738 - Copy - Copy.jpg,organik,11.35,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_75.jpg,organik,8.34,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_81 - Copy.jpg,organik,12.86,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_75 - Copy.jpg,organik,8.34,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4565 - Copy.jpg,organik,12.84,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13677 - Copy.jpg,organik,12.52,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_229.jpg,organik,12.16,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_308.jpg,organik,13.05,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4728 - Copy.jpg,organik,5.73,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13936 - Copy - Copy.jpg,organik,12.95,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_292.jpg,organik,12.75,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_204 - Copy.jpg,organik,12.67,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4696.jpg,organik,13.97,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4555 - Copy.jpg,organik,12.98,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_342.jpg,organik,12.79,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13860 - Copy.jpg,organik,9.91,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_352.jpg,organik,14.65,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_313.jpg,organik,15.14,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4497 - Copy - Copy.jpg,organik,8.08,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13859 - Copy (2) - Copy.jpg,organik,9.19,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_55.jpg,organik,8.83,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_377.jpg,organik,15.01,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4599 - Copy.jpg,organik,9.87,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_172.jpg,organik,13.09,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_148 - Copy.jpg,organik,12.65,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_352 - Copy.jpg,organik,14.65,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13645 - Copy - Copy.jpg,organik,6.14,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_42 - Copy.jpg,organik,9.79,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13859 - Copy - Copy - Copy.jpg,organik,9.19,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_337 - Copy.jpg,organik,12.29,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13801 - Copy (2) - Copy.jpg,organik,13.08,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13798 - Copy - Copy.jpg,organik,14.57,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4491 - Copy.jpg,organik,6.82,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_348 - Copy.jpg,organik,13.04,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_176.jpg,organik,11.21,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13912 - Copy (2) - Copy.jpg,organik,10.65,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4610 - Copy - Copy.jpg,organik,15.25,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_10 - Copy.jpg,organik,9.82,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13670 - Copy.jpg,organik,12.98,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_79.jpg,organik,12.97,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_325.jpg,organik,13.09,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_344.jpg,organik,13.38,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_397 - Copy.jpg,organik,10.92,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_220.jpg,organik,11.57,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_364 - Copy.jpg,organik,13.63,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_81.jpg,organik,12.86,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_293 - Copy.jpg,organik,12.67,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_12466 - Copy.jpg,organik,9.48,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_108.jpg,organik,10.45,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_410 - Copy.jpg,organik,10.25,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4593 - Copy - Copy.jpg,organik,11.35,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13829 - Copy - Copy.jpg,organik,8.85,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13764 - Copy.jpg,organik,9.07,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13824 - Copy (2) - Copy.jpg,organik,15.3,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13751 - Copy.jpg,organik,8.67,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13912 - Copy - Copy - Copy.jpg,organik,10.65,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_12425 - Copy - Copy.jpg,organik,4.5,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13592 - Copy - Copy.jpg,organik,10.1,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_321.jpg,organik,14.7,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13810 - Copy - Copy - Copy.jpg,organik,6.58,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_4727 - Copy.jpg,organik,10.54,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_101.jpg,organik,13.12,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_199 - Copy.jpg,organik,12.59,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_292 - Copy.jpg,organik,12.75,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_389 - Copy.jpg,organik,16.94,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_380.jpg,organik,14.62,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
O_13876 - Copy (2) - Copy.jpg,organik,9.96,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_160.jpg,organik,12.4,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_138 - Copy.jpg,organik,12.01,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
Food Organics_278.jpg,organik,10.24,JPEG,Menghasilkan bau jika menumpuk,Diolah menjadi kompos,Organik,Rendah
